hap_id	donor	cohort	source_type	panel_flags	c4_annotated_copies	cyp21_like_loci	tnx_like_loci	whr1_like_loci	same_contig	span_contig	span_start0	span_end0	balanced_module_components	screen_signature	signature_id	classification	limitation
HG02293#2	HG02293	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02293#2#CM086237.1:28436443-33671517	3549472	3681285	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02300#1	HG02300	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02300#1#JBHDSD010000065.1:28384265-33632330	3555524	3693675	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02300#2	HG02300	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02300#2#JBHDSE010000015.1:28383936-33525808	3454211	3586021	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02391#1	HG02391	HPRC-EastAsian	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	HG02391#1#CM087584.1:28379784-33548956	3566574	3698374	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02391#2	HG02391	HPRC-EastAsian	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	HG02391#2#CM087613.1:28373481-33549853	3565299	3703460	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02392#1	HG02392	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation	4	4	4	4	1	HG02392#1#CM099882.1:28340512-33566823	3565755	3756719	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-716f40e69c45c13d	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02392#2	HG02392	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG02392#2#CM099892.1:28378060-33485526	3505248	3637044	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02451#1	HG02451	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02451#1#CM086202.1:28416438-33496141	3502857	3634649	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02451#2	HG02451	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG02451#2#CM086226.1:28455260-33610103	3551764	3683556	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02486#1	HG02486	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG02486#1#CM088195.1:28400032-33557891	3554955	3686708	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02486#2	HG02486	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02486#2#CM088219.1:28305765-33500079	3619686	3751488	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-b8ca310d36f0396c	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02514#1	HG02514	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation	3	3	3	3	1	HG02514#1#CM098732.1:28373958-33711051	3614328	3772476	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-0c843ef37c4c8a9d	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02514#2	HG02514	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation	3	3	3	3	1	HG02514#2#CM098748.1:28370171-33533737	3557826	3722360	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-f3965b9e0fe6783a	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02523#1	HG02523	HPRC-EastAsian	assembly_or_reference	downstream_graph_clipping_loss	2	2	2	2	1	HG02523#1#CM086922.1:28564085-33712113	3558884	3690670	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02523#2	HG02523	HPRC-EastAsian	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG02523#2#CM086938.1:28380315-33619374	3551480	3683285	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02559#1	HG02559	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02559#1#CM088234.1:28438650-33681676	3551296	3689455	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02559#2	HG02559	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02559#2#CM088248.1:28392101-33544670	3550275	3688446	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02572#1	HG02572	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02572#1#CM088155.1:28443542-33635020	3618768	3750536	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02572#2	HG02572	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	HG02572#2#CM088173.1:28510650-33610925	3549120	3654543	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02583#1	HG02583	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02583#1#CM089490.1:28310454-33519991	3619008	3750801	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02583#2	HG02583	HPRC-Rest	assembly_or_reference		1	1	1	1	1	HG02583#2#JBHIIV010000002.1:28450971-33556797	3549989	3655417	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02602#1	HG02602	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG02602#1#CM099687.1:28473876-33718939	3549814	3681574	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02602#2	HG02602	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG02602#2#CM099701.1:28378684-33507166	3544296	3682461	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02615#1	HG02615	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3617938	3749702	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02615#2	HG02615	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02615#2#JBHDTA010000044.1:28450215-33517590	3491682	3560010	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXA-like-	RCCX-SCREEN-6493188f61335fa0	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02622#1	HG02622	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	HG02622#1#JAHAOO020000001.1:28509085-33851733	3620893	3779041	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-0c843ef37c4c8a9d	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02622#2	HG02622	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	HG02622#2#CM088099.1:28439700-33655942	3539774	3645188	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02630#1	HG02630	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG02630#1#CM091809.1:28389334-33629412	3549306	3681068	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02630#2	HG02630	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02630#2#CM091740.1:28323618-33574655	3561527	3693318	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02647#1	HG02647	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02647#1#CM086559.1:28392022-33525944	3554544	3686337	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02647#2	HG02647	HPRC-Rest	assembly_or_reference		1	1	1	1	1	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3502381	3607771	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02668#1	HG02668	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02668#1#JBHIIC010000010.1:28453356-33594908	3549000	3680765	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02668#2	HG02668	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02668#2#JBHIID010000047.1:28501762-33634486	3554851	3686653	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02698#1	HG02698	HPRC-Rest	assembly_or_reference		3	3	3	3	1	HG02698#1#CM086825.1:28387663-33565022	3548744	3706989	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-43779c00c9747168	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02698#2	HG02698	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02698#2#CM086846.1:28436213-33571880	3552497	3690651	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-4c34865fcf2a50f9	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02717#1	HG02717	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02717#1#JAHAOS020000006.1:28453373-33608309	3557008	3688787	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02717#2	HG02717	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	3	3	3	3	1	HG02717#2#JAHAOR020000010.1:28390930-33657668	3551744	3709902	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02723#1	HG02723	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02723#1#CM092031.1:28492941-33618283	3552326	3684123	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02723#2	HG02723	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HG02723#2#JAHEOT020000028.1:24121290-29433497	3617809	3749593	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02735#1	HG02735	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02735#1#JBHIII010000062.1:28453541-33709307	3558223	3690008	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02735#2	HG02735	HPRC-Rest	assembly_or_reference		1	1	1	1	1	HG02735#2#JBHIIJ010000060.1:28392355-33560534	3623287	3728685	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02738#1	HG02738	HPRC-Rest	assembly_or_reference		2	2	2	2	1	HG02738#1#JBJXQJ010000012.1:28448720-33571060	3550050	3681947	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-804d53b600bb619f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02738#2	HG02738	HPRC-Rest	assembly_or_reference		3	3	3	3	1	HG02738#2#JBJXQK010000005.1:28378589-33465078	3488678	3646836	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-8904b92121a5f1e8	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02809#1	HG02809	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02809#1#CM088345.1:28415797-33540379	3551557	3683349	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02809#2	HG02809	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02809#2#CM088363.1:28447535-33684835	3552664	3684449	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02818#1	HG02818	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02818#1#JAHEOS020000050.1:28390726-33610396	3621281	3753086	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02818#2	HG02818	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02818#2#JAHEOR020000002.1:28395424-33521433	3552226	3684018	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HG02841#1	HG02841	HPRC-Rest	assembly_or_reference	DR_DQ_candidate_novel_annotation	2	2	2	2	1	HG02841#1#JBJKOG010000054.1:28472700-33602015	3550668	3682459	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
