hap_id	contig	start0	end0	span_bp	N_bases	other_ambiguous_bases	contig_edge_distance	span_sha256
ksa002#1	ksa002#1#h1tg000032l:22528800-27353974_rc	3239805	3371575	131770	0	0	1453600	58b37188220110174a9b54ff84a9c61ead3e67d2367741eed3406c6627e44ba2
ksa002#2	ksa002#2#h2tg000047l:28364582-33489388	3549809	3681707	131898	0	0	1443100	8482f7bee45378a8f1c5bd6af878438c289af9f5ba022d8110cf1972b6cf7275
ksa003#1	ksa003#1#h1tg000003l:26282372-31531568_rc	3563134	3695031	131897	0	0	1554166	bb6d0a6cd7d0a2839ffa9fe33e3b74e4e3540aa2bafab3c7ce13a7e1cd01536e
ksa003#2	ksa003#2#h2tg000004l:28111634-33359120_rc	3554707	3692866	138159	0	0	1554621	685775bd7f2453bb58cdf4143523a4692c8d831f6532d3851de0b572c853465d
ksa004#1	ksa004#1#h1tg000606l:1559-2019480_rc	464543	602721	138178	0	0	464543	5196f5cd02d7df1d2971059a197f528f3f85eaf4b00ce504457ce0dbe605ef6a
ksa005#1	ksa005#1#h1tg000012l:28289164-33471875	3562885	3733782	170897	0	0	1448930	d2bd0f2fe7a34917b43abd18fb705ade7cf8e6368052bf5ae924bfee592e0f7d
ksa005#2	ksa005#2#h2tg000015l:28455196-33802696	3622562	3793458	170896	0	0	1554043	fdefc4d82ee2ef201faafc14a4165ff239dfa48f77bc3c3c8bd93fa6c9fd6248
ksa006#1	ksa006#1#h1tg000023l:24976893-30234320_rc	3534400	3692560	158160	0	0	1564868	271ba6842e83053efba0e665f63dd680519928705cffaad77fcff1e4aa463ef9
ksa006#2	ksa006#2#h2tg000156l:3140686-4857840_rc	58184	163601	105417	0	0	58184	b4b7ea0817f909dd95d8670498f757e063a6991531affabded7e4d5e87be5b0f
ksa007#1	ksa007#1#h1tg000051l:6349428-11505741_rc	3552000	3690159	138159	0	0	1466155	91695b9ed257138d861eb8f5697f1a3b747dcc979c66cf776525ccce131fbc66
ksa007#2	ksa007#2#h2tg000027l:3344535-8478308	3507008	3645202	138194	0	0	1488572	4d8b7dac82c1dc2f9d0321e9389aad1a30843f0f4b5b7c41e09cd0ee1bad9fcb
ksa008#1	ksa008#1#h1tg000006l:28325815-33557944	3535762	3667552	131790	0	0	1564578	bcfa26e495f97a57224af1fae252d5721288cb4d3c0a34f5273a136353da42cf
ksa008#2	ksa008#2#h2tg000040l:26875251-31991332_rc	3539050	3670900	131850	0	0	1445182	fc94a67dcce56f7aad5199aa14594eadd639d7bee636fc76b2fe9b2ba3a9a5e2
ksa009#1	ksa009#1#h1tg000831l:87-411352_rc	306470	374807	68337	0	0	36459	682c6896500ebe4d286c198288d7ea089e59a95193fcd68929dfde3659c7949f
ksa009#2	ksa009#2#h2tg000180l:126-2719313_rc	1154252	1292406	138154	0	0	1154252	728db4b1d710d23ea1031bfd968f42103346166d555a474aeec9cd56d8f3fadc
